ID,Name,Parameter,Language,Frequency,Confidence,References
ksn,SVO,"Order of Subject, Object and Verb",Kasong,,,Sunee 2003
ktc,SVO,"Order of Subject, Object and Verb",Katcha,,,Tucker and Bryan 1966
kti,SOV,"Order of Subject, Object and Verb","Kati (in West Papua, Indonesia)",,,Boelaars 1950
ktl,SVO,"Order of Subject, Object and Verb",Katla,,,Tucker and Bryan 1966
kau,SVO,"Order of Subject, Object and Verb",Kaulong,,,Ross 2002i
kws,No dominant order,"Order of Subject, Object and Verb",Kawaiisu,,,Zigmond et al. 1990-1991
kyz,SOV,"Order of Subject, Object and Verb",Kayabí,,,Gomes 2007;Dobson 1997
kyl,SVO,"Order of Subject, Object and Verb",Kayah Li (Eastern),,,Solnit 1986
kyp,SOV,"Order of Subject, Object and Verb",Kayapó,,,Thomson and Stout 1974a
kay,No dominant order,"Order of Subject, Object and Verb",Kayardild,,,Evans 1995
kel,SVO,"Order of Subject, Object and Verb",Kele,,,Ross 2002k
kem,SOV,"Order of Subject, Object and Verb",Kemant,,,Appleyard 1975
ken,SVO,"Order of Subject, Object and Verb",Kenga,,,Vandame 1968
ker,SVO,"Order of Subject, Object and Verb",Kera,,,Ebert 1979
ksa,No dominant order,"Order of Subject, Object and Verb",Keresan (Santa Ana),,,Davis 1964;Davis 1960
ket,SOV,"Order of Subject, Object and Verb",Ket,,,Werner 1997a
kte,SVO,"Order of Subject, Object and Verb",Kete,,,Kamba Muzenga 1980
kew,SOV,"Order of Subject, Object and Verb",Kewa,,,Franklin 1967;Franklin 1971
khl,SOV,"Order of Subject, Object and Verb",Khalaj,,,Doerfer 1988
khg,SOV,"Order of Subject, Object and Verb",Khaling,,,Toba 1984
kha,SOV,"Order of Subject, Object and Verb",Khalkha,,,Binnick 1979
kmh,SOV,"Order of Subject, Object and Verb",Kham,,,Watters 1998;Watters 1973
khd,SOV,"Order of Subject, Object and Verb",Kham (Dege),,,Häsler 1999
knz,SOV,"Order of Subject, Object and Verb",Kham (Tibetan) (Nangchen),,,Causemann 1989
kty,SOV,"Order of Subject, Object and Verb",Khanty,,,Abondolo 1998;Honti 1988;Filchenko 2007
khr,No dominant order,"Order of Subject, Object and Verb",Kharia,,,
khs,SVO,"Order of Subject, Object and Verb",Khasi,,,Rabel 1961
khm,SVO,"Order of Subject, Object and Verb",Khmer,,,Jacob 1968;Ehrman 1970;Gorgoniev 1966
kmu,SVO,"Order of Subject, Object and Verb",Khmu',,,Smalley 1961
kho,SOV,"Order of Subject, Object and Verb",Khoekhoe,,,Hagman 1977
khw,SOV,"Order of Subject, Object and Verb",Khowar,,,Bashir 2000
khn,SVO,"Order of Subject, Object and Verb",Khün,,,Petsuk 1978
kik,SVO,"Order of Subject, Object and Verb",Kikuyu,,,Barlow 1960
klv,No dominant order,"Order of Subject, Object and Verb",Kilivila,,,Senft 1986
klw,SOV,"Order of Subject, Object and Verb",Kiliwa,,,Mixco 1971
kil,SVO,"Order of Subject, Object and Verb",Kiluba,,,DeClercq 1929
kim,SOV,"Order of Subject, Object and Verb",Kimaghama,,,Boelaars 1950
kga,SVO,"Order of Subject, Object and Verb",Kinga,,,Wolff 1905
knn,SOV,"Order of Subject, Object and Verb",Kinnauri,,,Sharma 1988
kin,SVO,"Order of Subject, Object and Verb",Kinyarwanda,,,Hurel 1959
kio,SOV,"Order of Subject, Object and Verb",Kiowa,,,Watkins 1984
kri,VOS,"Order of Subject, Object and Verb",Kipea,,,Rodrigues 1999b
kie,SOV,"Order of Subject, Object and Verb",Kire,,,Stanhope 1972
krb,VOS,"Order of Subject, Object and Verb",Kiribati,,,Cowell 1951;Groves et al. 1985
kir,SVO,"Order of Subject, Object and Verb",Kirma,,,Prost 1964b
kis,No dominant order,"Order of Subject, Object and Verb",Kisi,,,Childs 1995
kiw,SOV,"Order of Subject, Object and Verb", Kiwai (Southern),,,Ray 1933
klm,No dominant order,"Order of Subject, Object and Verb",Klamath,,,Gatschet 1890
kla,SVO,"Order of Subject, Object and Verb",Klao,,,Rickard 1970
koa,SOV,"Order of Subject, Object and Verb",Koasati,,,Kimball 1991
kob,SOV,"Order of Subject, Object and Verb",Kobon,,,Davies 1981b
koe,SVO,"Order of Subject, Object and Verb",Koegu,,,Hieda 1998
kmo,SOV,"Order of Subject, Object and Verb",Koiali (Mountain),,,Garland and Garland 1975
kta,SOV,"Order of Subject, Object and Verb",Koita,,,Dutton 1975
kok,SOV,"Order of Subject, Object and Verb",Kokborok,,,Karapurkar 1976
kkt,VSO,"Order of Subject, Object and Verb",Kokota,,,Palmer 2002
kol,SOV,"Order of Subject, Object and Verb",Kolami,,,Emeneau 1955
kmb,SOV,"Order of Subject, Object and Verb",Kombai,,,de Vries 1989
xbi,SVO,"Order of Subject, Object and Verb",Kombio,,,Yi 2008
kzy,SVO,"Order of Subject, Object and Verb",Komi-Zyrian,,,Hausenberg 1998
kom,SVO,"Order of Subject, Object and Verb",Komo,,,Tucker and Bryan 1966
kon,SVO,"Order of Subject, Object and Verb",Kongo,,,Carrie 1890;Bentley 1887
kni,SVO,"Order of Subject, Object and Verb",Konni,,,Cahill 1999
krn,No dominant order,"Order of Subject, Object and Verb",Korana,,,Meinhof 1930
kor,SOV,"Order of Subject, Object and Verb",Korean,,,Sohn 1999;Ramstedt 1968
kje,VSO,"Order of Subject, Object and Verb",Koreguaje,,,Cook and Criswell 1993
kku,SOV,"Order of Subject, Object and Verb",Korku,,,Nagaraja 1999;Drake 1903
kfe,SVO,"Order of Subject, Object and Verb",Koromfe,,,Rennison 1997
krw,SOV,"Order of Subject, Object and Verb",Korowai,,,van Enk and de Vries 1997
kry,SOV,"Order of Subject, Object and Verb",Koryak,,,Bogoras 1917
kos,SVO,"Order of Subject, Object and Verb",Kosraean,,,Lee 1975
koy,SOV,"Order of Subject, Object and Verb",Koya,,,Tyler 1969
kse,SOV,"Order of Subject, Object and Verb",Koyraboro Senni,,,Prost 1956;Heath 1999a
kch,SVO,"Order of Subject, Object and Verb",Koyra Chiini,,,Heath 1999b
krh,SOV,"Order of Subject, Object and Verb",Krahô,,,Shell 1952
kqq,SOV,"Order of Subject, Object and Verb",Krenak,,,Seki 2004
kre,SVO,"Order of Subject, Object and Verb",Kresh,,,Tucker and Bryan 1966;Santandrea 1976
kro,VSO,"Order of Subject, Object and Verb",Krongo,,,Reh 1985;Reh 1983
krz,SOV,"Order of Subject, Object and Verb",Kryz,,,Authier 2004
kkq,OVS,"Order of Subject, Object and Verb",Kuikúro,,,Franchetto 2004;Franchetto 2002
kya,SOV,"Order of Subject, Object and Verb",Kuku-Yalanji,,,Patz 2002
kmn,SOV,"Order of Subject, Object and Verb",Kuman,,,Trefry 1969
kum,SOV,"Order of Subject, Object and Verb",Kumauni,,,Apte and Pattanayak 1967
kun,SOV,"Order of Subject, Object and Verb",Kuna,,,Gianelli 2001
knm,SOV,"Order of Subject, Object and Verb",Kunama,,,Tucker and Bryan 1966;Böhm 1984
kmp,SOV,"Order of Subject, Object and Verb",Kunimaipa,,,Geary 1977
kuo,VSO,"Order of Subject, Object and Verb",Kuot,,,Chung and Chung 1996
krd,SOV,"Order of Subject, Object and Verb",Kurdish (Central),,,Abdulla and McCarus 1967;Blau 1980
kus,SOV,"Order of Subject, Object and Verb",Kusunda,,,Reinhard and Toba 1970
kut,No dominant order,"Order of Subject, Object and Verb",Kutenai,,,
thy,SOV,"Order of Subject, Object and Verb",Kuuk Thaayorre,,,Hall 1972
kuv,SOV,"Order of Subject, Object and Verb",Kuvi,,,Israel 1979
kwa,SVO,"Order of Subject, Object and Verb",Kwaio,,,Keesing 1985
kwk,No dominant order,"Order of Subject, Object and Verb",Kwakw'ala,,,Boas and Hunt 1905
kwn,SVO,"Order of Subject, Object and Verb",Kwangali,,,Dammann 1957
kwz,No dominant order,"Order of Subject, Object and Verb",Kwaza,,,van der Voort 2004
kwo,SOV,"Order of Subject, Object and Verb",Kwoma,,,Kooyers 1974
kwt,SOV,"Order of Subject, Object and Verb",Kwomtari,,,Spencer 2008
kxo,OSV,"Order of Subject, Object and Verb",Kxoe,,,Köhler 1981
kyk,SOV,"Order of Subject, Object and Verb",Kyaka,,,Draper and Draper 2002
kyq,VSO,"Order of Subject, Object and Verb",Kyuquot,,,Rose 1981
laa,SVO,"Order of Subject, Object and Verb",Laal,,,Boyeldieu 1982
lab,SVO,"Order of Subject, Object and Verb",Labu,,,Siegel 1984
lac,No dominant order,"Order of Subject, Object and Verb",Lacandón,,,Bruce 1968
lad,SOV,"Order of Subject, Object and Verb",Ladakhi,,,Koshal 1979
lag,SVO,"Order of Subject, Object and Verb",Lagwan,,,Lukas 1936
lah,SOV,"Order of Subject, Object and Verb",Lahu,,,Matisoff 1973
lai,SOV,"Order of Subject, Object and Verb",Lai,,,Hay-Neave 1953
lkt,SOV,"Order of Subject, Object and Verb",Lakhota,,,Buechel 1939;Boas and Deloria 1941;Rood and Taylor 1996
lal,SOV,"Order of Subject, Object and Verb",Lalo,,,Björverud 1998
lmh,SVO,"Order of Subject, Object and Verb",Lamaholot,,,Arndt 1937;Nishiyama and Kelen 2007
lmg,VSO,"Order of Subject, Object and Verb",Lamang,,,Wolff 1983
lmn,SOV,"Order of Subject, Object and Verb",Lamani,,,Trail 1970
lmb,No dominant order,"Order of Subject, Object and Verb",Lamba,,,Doke 1922
lmu,SVO,"Order of Subject, Object and Verb",Lamen,,,Early 2002b
lmp,SVO,"Order of Subject, Object and Verb",Lampung,,,Walker 1976
lgi,SVO,"Order of Subject, Object and Verb",Langi,,,Seidel 1898
lan,SVO,"Order of Subject, Object and Verb",Lango,,,Noonan 1992
lao,SVO,"Order of Subject, Object and Verb",Lao,,,Yates and Sayisthsena 1970
lat,SVO,"Order of Subject, Object and Verb",Latvian,,,Bielenstein 1863
lav,SOV,"Order of Subject, Object and Verb",Lavukaleve,,,Terrill 1999
leb,SVO,"Order of Subject, Object and Verb",Lebeo,,,Gérard 1924
leg,SVO,"Order of Subject, Object and Verb",Lega,,,Botne 2003
agb,SVO,"Order of Subject, Object and Verb",Leggbó,,,
lec,No dominant order,"Order of Subject, Object and Verb",Leko,,,van de Kerke 2002
lel,SVO,"Order of Subject, Object and Verb",Lele,,,Frajzyngier 2001
llm,SVO,"Order of Subject, Object and Verb",Lelemi,,,Höftmann 1971
len,SVO,"Order of Subject, Object and Verb",Lenakel,,,Lynch 1978
ldu,No dominant order,"Order of Subject, Object and Verb",Lendu,,,Tucker and Bryan 1966;Tucker 1967
lep,SOV,"Order of Subject, Object and Verb",Lepcha,,,Mainwaring 1876
les,No dominant order,"Order of Subject, Object and Verb",Lese,,,Vorbichler 1965
let,SVO,"Order of Subject, Object and Verb",Leti,,,van Engelenhoven 1995
lew,SVO,"Order of Subject, Object and Verb",Lewo,,,Early 1994a
lez,SOV,"Order of Subject, Object and Verb",Lezgian,,,Haspelmath 1993;Gadzhiev 1963
lil,VSO,"Order of Subject, Object and Verb",Lillooet,,,van Eijk 1997
lml,No dominant order,"Order of Subject, Object and Verb",Limilngan,,,Harvey 2001
lnd,SVO,"Order of Subject, Object and Verb",Linda,,,Cloarec-Heiss 1986
lin,SVO,"Order of Subject, Object and Verb",Lingala,,,Meeuwis 1998
lis,SOV,"Order of Subject, Object and Verb",Lisu,,,Bradley 2003
lit,SVO,"Order of Subject, Object and Verb",Lithuanian,,,Dambriunas et al. 1966
lgt,No dominant order,"Order of Subject, Object and Verb",Logoti,,,Tucker 1967
ldo,SVO,"Order of Subject, Object and Verb",Londo,,,Kuperus 1985
lgu,VOS,"Order of Subject, Object and Verb",Longgu,,,Hill 2002
lon,SVO,"Order of Subject, Object and Verb",Loniu,,,Hamel 1985
lot,SOV,"Order of Subject, Object and Verb",Lotha,,,Acharya 1983
lou,SVO,"Order of Subject, Object and Verb",Lou,,,Stutzman 1997
luc,SVO,"Order of Subject, Object and Verb",Lucazi,,,Fleisch 2001
lug,No dominant order,"Order of Subject, Object and Verb",Lugbara,,,Crazzolara 1960;Barr 1965
lui,No dominant order,"Order of Subject, Object and Verb",Luiseño,,,Akmajian et al. 1979;Munro 1976a;Malécot 1963a;Kroeber and Grace 1960
lbu,SVO,"Order of Subject, Object and Verb",Lunda,,,Kawasha 2003
luo,SVO,"Order of Subject, Object and Verb",Luo,,,Omondi 1982
kkv,SVO,"Order of Subject, Object and Verb",Lusi,,,Counts 1969
luv,SVO,"Order of Subject, Object and Verb",Luvale,,,Horton 1949
ma,SVO,"Order of Subject, Object and Verb",Ma,,,Tucker and Bryan 1966
myn,SVO,"Order of Subject, Object and Verb",Ma'anyan,,,Gudai 1988
maa,VSO,"Order of Subject, Object and Verb",Maasai,,,Tucker and Mpaayei 1955
mab,SOV,"Order of Subject, Object and Verb",Maba,,,Trenga 1947;Tucker and Bryan 1966;Lukas 1933
mcd,SVO,"Order of Subject, Object and Verb",Macedonian,,,Friedman 1993
mac,No dominant order,"Order of Subject, Object and Verb",Macushi,,,Williams 1932;Carson 1982;Abbott 1991
mda,SVO,"Order of Subject, Object and Verb",Mada (in Cameroon),,,Barreteau and Brunet 2000
mad,No dominant order,"Order of Subject, Object and Verb",Ma'di,,,Blackings and Fabb 2003;Tucker and Bryan 1966;Tucker 1967
mdm,No dominant order,"Order of Subject, Object and Verb",Madimadi,,,Hercus 1986a
mae,SVO,"Order of Subject, Object and Verb",Mae,,,Capell 1962a
mgh,SOV,"Order of Subject, Object and Verb",Magahi,,,Verma 2003b
mag,SOV,"Order of Subject, Object and Verb",Magar,,,Shepherd and Shepherd 1973
mgi,SOV,"Order of Subject, Object and Verb",Magi,,,Thomson 1975a
mne,SOV,"Order of Subject, Object and Verb",Maidu (Northeast),,,Shipley 1964
mpr,SVO,"Order of Subject, Object and Verb",Maipure,,,Zamponi 2003a
mrs,SOV,"Order of Subject, Object and Verb",Mairasi,,,Peckham 1982
msn,SOV,"Order of Subject, Object and Verb",Maisin,,,Ross 1984
maj,VSO,"Order of Subject, Object and Verb",Majang,,,Unseth 1989
mkz,SVO,"Order of Subject, Object and Verb",Makaa,,,Heath 2003
mak,VSO,"Order of Subject, Object and Verb",Makah,,,
mkj,SOV,"Order of Subject, Object and Verb",Makasae,,,Huber 2008
mkl,SOV,"Order of Subject, Object and Verb",Maklew,,,Boelaars 1950
mkd,SVO,"Order of Subject, Object and Verb",Makonde,,,Harries 1940
mua,SVO,"Order of Subject, Object and Verb",Makua,,,Woodward 1926
mal,VOS,"Order of Subject, Object and Verb",Malagasy,,,Bennett 1986;Domenichini-Ramiaramanana 1977
mym,SOV,"Order of Subject, Object and Verb",Malayalam,,,Asher and Kumari 1997
mlu,SVO,"Order of Subject, Object and Verb",Maleu,,,Haywood 1996
mlg,SVO,"Order of Subject, Object and Verb",Malgwa,,,Löhr 2002
mto,SOV,"Order of Subject, Object and Verb",Malto,,,Steever 1998c
mam,VSO,"Order of Subject, Object and Verb",Mam,,,England 1983
mmn,VSO,"Order of Subject, Object and Verb",Mamanwa,,,Miller and Miller 1976
mla,SVO,"Order of Subject, Object and Verb",Mambila,,,Meyer 1940
mmv,SVO,"Order of Subject, Object and Verb",Mamvu,,,Vorbichler 1971;Tucker and Bryan 1966
mds,SVO,"Order of Subject, Object and Verb",Manadonese,,,Wantalangi 1993
mnm,SOV,"Order of Subject, Object and Verb",Manam,,,Lichtenberk 1983;Gregersen 1976
mnc,SOV,"Order of Subject, Object and Verb",Manchu,,,Haenisch 1961
mdn,SOV,"Order of Subject, Object and Verb",Mandan,,,Kennard 1936
mnd,SVO,"Order of Subject, Object and Verb",Mandarin,,,Li and Thompson 1981
mkg,SOV,"Order of Subject, Object and Verb",Mandinka (Gambian),,,Rowlands 1959
mem,SOV,"Order of Subject, Object and Verb",Manem,,,Voorhoeve 1975
mmb,SVO,"Order of Subject, Object and Verb",Mangap-Mbula,,,Bugenhagen 1995
myi,OVS,"Order of Subject, Object and Verb",Mangarrayi,,,Merlan 1982
mbt,SVO,"Order of Subject, Object and Verb",Mangbetu,,,Tucker and Bryan 1966
mng,SVO,"Order of Subject, Object and Verb",Manggarai,,,Semiun 1993
mgg,SOV,"Order of Subject, Object and Verb",Mangghuer,,,Slater 2003
maw,SOV,"Order of Subject, Object and Verb",Maninka (Western),,,Delafosse 1929
mkq,SVO,"Order of Subject, Object and Verb",Mankon,,,Leroy 2003
man,SOV,"Order of Subject, Object and Verb",Mano,,,Becker-Donner 1965
mwb,VSO,"Order of Subject, Object and Verb",Manobo (Western Bukidnon),,,Elkins 1970
mns,SOV,"Order of Subject, Object and Verb",Mansi,,,Honti 1988;Murphy 1968
mao,VSO,"Order of Subject, Object and Verb",Maori,,,Bauer 1993
map,SVO,"Order of Subject, Object and Verb",Mapudungun,,,Augusta 1903
mra,No dominant order,"Order of Subject, Object and Verb",Mara,,,Heath 1981
mku,SOV,"Order of Subject, Object and Verb",Maranungku,,,Tryon 1970b
mhi,SOV,"Order of Subject, Object and Verb",Marathi,,,
mrc,SOV,"Order of Subject, Object and Verb",Marchha,,,Sharma 1989c
mny,SOV,"Order of Subject, Object and Verb",Margany,,,Breen 1981a
mrg,SVO,"Order of Subject, Object and Verb",Margi,,,Hoffmann 1963
mar,SOV,"Order of Subject, Object and Verb",Maricopa,,,Gordon 1986
mrd,SOV,"Order of Subject, Object and Verb",Marind,,,Boelaars 1950
mrr,SOV,"Order of Subject, Object and Verb",Maringarr,,,Tryon 1974
mrq,VSO,"Order of Subject, Object and Verb",Marquesan,,,Lynch 2002a
mrh,SOV,"Order of Subject, Object and Verb",Marrithiyel,,,Tryon 1974
mrt,SVO,"Order of Subject, Object and Verb",Martuthunira,,,Dench 1995
mru,SOV,"Order of Subject, Object and Verb",Maru,,,Clerk 1911;Abbey 1899
mas,SVO,"Order of Subject, Object and Verb",Masa,,,Caitucoli 1986
msk,No dominant order,"Order of Subject, Object and Verb",Masakin,,,Tucker and Bryan 1966
msl,SOV,"Order of Subject, Object and Verb",Masalit,,,Edgar 1989
mtt,No dominant order,"Order of Subject, Object and Verb",Massachusett,,,Goddard and Bragdon 1988
mts,SOV,"Order of Subject, Object and Verb",Matis,,,Ferreira 2001
mdl,SOV,"Order of Subject, Object and Verb",Matngele,,,Tryon 1974
myr,SOV,"Order of Subject, Object and Verb",Matsés,,,Fleck 2003
mtb,SVO,"Order of Subject, Object and Verb",Matuumbi,,,Odden 1996
mka,SOV,"Order of Subject, Object and Verb",Mauka,,,Ebermann 1986a
mau,SVO,"Order of Subject, Object and Verb",Maung,,,Capell and Hinch 1970
max,SOV,"Order of Subject, Object and Verb",Maxakalí,,,Popovich and Popovich 2005
may,SVO,"Order of Subject, Object and Verb",Maybrat,,,Brown 1990;Dol 1999
myg,SVO,"Order of Subject, Object and Verb",Mayogo,,,Sawka 2001
mzh,No dominant order,"Order of Subject, Object and Verb",Mazatec (Huautla),,,Pike 1967
mba,SVO,"Order of Subject, Object and Verb",Mba,,,Tucker and Bryan 1966
mhu,SVO,"Order of Subject, Object and Verb",Mbalanhu,,,Fourie 1993
mbr,SVO,"Order of Subject, Object and Verb",Mbara,,,Tourneux et al. 1986
mby,SVO,"Order of Subject, Object and Verb",Mbay,,,Fortier 1971
mbe,SVO,"Order of Subject, Object and Verb",Mbere,,,Adam 1954
mbi,SVO,"Order of Subject, Object and Verb",Mbili,,,Ayuninjam 1998
mdo,SVO,"Order of Subject, Object and Verb",Mbodomo,,,Boyd 1997
mdw,SVO,"Order of Subject, Object and Verb",Mbosi,,,Amboulou 1998
mbm,SVO,"Order of Subject, Object and Verb",Mbum,,,Hagège 1970
mee,SVO,"Order of Subject, Object and Verb",Me'en,,,Will 1989
meh,No dominant order,"Order of Subject, Object and Verb",Mehri,,,Simeone-Senelle 1997
mek,SOV,"Order of Subject, Object and Verb",Mekens,,,Galucio 2001
mde,SOV,"Order of Subject, Object and Verb",Mende,,,Aginsky 1935
men,No dominant order,"Order of Subject, Object and Verb",Menomini,,,Bloomfield 1962
mey,SOV,"Order of Subject, Object and Verb",Menya,,,
mer,SOV,"Order of Subject, Object and Verb",Meryam Mir,,,Piper 1989
mea,SVO,"Order of Subject, Object and Verb",Meyah,,,Gravelle 2004;Gravelle 2002
mpt,SOV,"Order of Subject, Object and Verb",Mian,,,Fedden 2007
mie,SVO,"Order of Subject, Object and Verb",Mien,,,Mao and Tsu-yao 1972
mij,SOV,"Order of Subject, Object and Verb",Miju,,,Das Gupta 1977
mki,SOV,"Order of Subject, Object and Verb",Mikasuki,,,Boynton 1982
mik,SOV,"Order of Subject, Object and Verb",Mikir,,,Jeyapaul 1987;Grüssner 1978
hna,SVO,"Order of Subject, Object and Verb",Mina,,,Frajzyngier and Johnston 2005
min,No dominant order,"Order of Subject, Object and Verb",Minangkabau,,,Moussay 1981
mnv,SOV,"Order of Subject, Object and Verb",Minaveha,,,Lovell 1994
msg,SOV,"Order of Subject, Object and Verb",Mising,,,Prasad 1991
mis,SOV,"Order of Subject, Object and Verb",Miskito,,,Anonymous 1985;Adam 1891
mss,No dominant order,"Order of Subject, Object and Verb",Miwok (Southern Sierra),,,Freeland 1951
mxx,No dominant order,"Order of Subject, Object and Verb",Mixe (Ayutla),,,
mxc,VSO,"Order of Subject, Object and Verb",Mixtec (Chalcatongo),,,Macaulay 1996
mxj,VSO,"Order of Subject, Object and Verb",Mixtec (Jicaltepec),,,Bradley 1970
mxo,VSO,"Order of Subject, Object and Verb",Mixtec (Ocotepec),,,Alexander 1988
mxp,VSO,"Order of Subject, Object and Verb",Mixtec (Peñoles),,,Daly 1973
mxy,VSO,"Order of Subject, Object and Verb",Mixtec (Yosondúa),,,Farris 1992
miy,No dominant order,"Order of Subject, Object and Verb",Miya,,,Schuh 1998
miz,SOV,"Order of Subject, Object and Verb",Mizo,,,Chhangte 1989
mlm,SVO,"Order of Subject, Object and Verb",Mlabri (Minor),,,Rischel 1995
mcv,SVO,"Order of Subject, Object and Verb",Mocoví,,,Grondona 1998
mof,SVO,"Order of Subject, Object and Verb",Mofu-Gudur,,,Barreteau 1988
mog,SOV,"Order of Subject, Object and Verb",Moghol,,,Weiers 2003
moh,No dominant order,"Order of Subject, Object and Verb",Mohawk,,,
mok,SVO,"Order of Subject, Object and Verb",Mokilese,,,Harrison and Albert 1976
mom,SOV,"Order of Subject, Object and Verb",Mombum,,,Boelaars 1950
fqs,SOV,"Order of Subject, Object and Verb",Momu,,,Blake 2007
mqf,SOV,"Order of Subject, Object and Verb",Momuna,,,Reimer 1986
mon,SVO,"Order of Subject, Object and Verb",Mon,,,Bauer 1982a
mga,SVO,"Order of Subject, Object and Verb",Mondunga,,,De Boeck 1952
mgo,SVO,"Order of Subject, Object and Verb",Mongo,,,Hulstaert 1966
mkh,SOV,"Order of Subject, Object and Verb",Mongol (Khamnigan),,,Janhunen 2003
mni,SOV,"Order of Subject, Object and Verb",Moni,,,Boelaars 1950
moa,No dominant order,"Order of Subject, Object and Verb",Mono-Alu,,,Fagan 1986
mno,SOV,"Order of Subject, Object and Verb",Mono (in United States),,,Norris 1986
moo,SVO,"Order of Subject, Object and Verb",Mooré,,,Lehr et al. 1966
mor,SVO,"Order of Subject, Object and Verb",Mor,,,Laycock 1978
mri,SOV,"Order of Subject, Object and Verb",Moraori,,,Boelaars 1950
moe,SVO,"Order of Subject, Object and Verb",Mordvin (Erzya),,,Zaicz 1998
mro,SVO,"Order of Subject, Object and Verb",Moro,,,Black and Black 1971
mou,No dominant order,"Order of Subject, Object and Verb",Moru,,,Tucker and Bryan 1966;Tucker 1967;Andersen 1984
mos,SVO,"Order of Subject, Object and Verb",Mosetén,,,Sakel 2002
mtu,SOV,"Order of Subject, Object and Verb",Motu,,,Lawes 1888
mov,No dominant order,"Order of Subject, Object and Verb",Movima,,,Haude 2006
mpu,SVO,"Order of Subject, Object and Verb",Mpur,,,Odé 2002
aoj,SVO,"Order of Subject, Object and Verb",Mufian,,,Alungum et al. 1978
msc,SOV,"Order of Subject, Object and Verb",Muisca,,,Adelaar 2004
mum,SVO,"Order of Subject, Object and Verb",Mumuye,,,Shimizu 1983
mna,SVO,"Order of Subject, Object and Verb",Muna,,,van den Berg 1989b
mdg,SVO,"Order of Subject, Object and Verb",Mundang,,,Elders 2000
mun,SOV,"Order of Subject, Object and Verb",Mundari,,,Osada 1992;Sinha 1975
muu,SOV,"Order of Subject, Object and Verb",Mundurukú,,,Crofts 1973
mgk,SVO,"Order of Subject, Object and Verb",Mungaka,,,Tischhauser 1992
mup,SVO,"Order of Subject, Object and Verb",Mupun,,,Frajzyngier 1993
mrl,VSO,"Order of Subject, Object and Verb",Murle,,,Lyth 1971
mpa,SOV,"Order of Subject, Object and Verb",Murrinh-Patha,,,Street 1980;Walsh 1976
mur,SVO,"Order of Subject, Object and Verb",Mursi,,,Turton and Bender 1976
mrw,No dominant order,"Order of Subject, Object and Verb",Muruwari,,,Oates 1988
mgu,SVO,"Order of Subject, Object and Verb",Musgu,,,Tourneaux 1978;Meyer-Bahlburg 1972
msm,SVO,"Order of Subject, Object and Verb",Musom,,,Holzknecht 1997b
msq,VSO,"Order of Subject, Object and Verb",Musqueam,,,Suttles 2004
mus,SVO,"Order of Subject, Object and Verb",Mussau,,,Ross 2002b
mut,SVO,"Order of Subject, Object and Verb",Mutsun,,,Okrand 1977
mwe,SVO,"Order of Subject, Object and Verb",Mwera,,,Harries 1950
mwo,SVO,"Order of Subject, Object and Verb",Mwotlap,,,Crowley 2002d
nab,SOV,"Order of Subject, Object and Verb",Nabak,,,Fabian et al. 1998
nad,OSV,"Order of Subject, Object and Verb",Nadëb,,,Weir 1994;Weir 1984
ndr,No dominant order,"Order of Subject, Object and Verb",Nadroga,,,Geraghty 2002
nma,SOV,"Order of Subject, Object and Verb",Naga (Mao),,,Giridhar 1994
ngt,SOV,"Order of Subject, Object and Verb",Naga (Tangkhul),,,Arokianathan 1987;Pettigrew 1918
nag,SOV,"Order of Subject, Object and Verb",Nagatman,,,Campbell and Campbell 1987
nhh,VSO,"Order of Subject, Object and Verb",Nahuatl (Huasteca),,,Beller and Beller 1979
nhm,SVO,"Order of Subject, Object and Verb",Nahuatl (Michoacán),,,Sischo 1979
nhn,SVO,"Order of Subject, Object and Verb",Nahuatl (North Puebla),,,Brockway 1979
nht,SVO,"Order of Subject, Object and Verb",Nahuatl (Tetelcingo),,,Tuggy 1979
nak,SVO,"Order of Subject, Object and Verb",Nakanai,,,Johnston 1980
nal,SVO,"Order of Subject, Object and Verb",Nalik,,,Volker 1998
nmb,SOV,"Order of Subject, Object and Verb",Nambikuára (Southern),,,Lowe 1999
nam,SOV,"Order of Subject, Object and Verb",Namia,,,Feldpausch and Feldpausch 1992
nnc,No dominant order,"Order of Subject, Object and Verb",Nancowry,,,Radhakrishnan 1970
nan,VSO,"Order of Subject, Object and Verb",Nandi,,,Hollis 1909;Creider and Creider 1989
nnk,SOV,"Order of Subject, Object and Verb",Nankina,,,Spaulding and Spaulding 1994
nar,SOV,"Order of Subject, Object and Verb",Nara (in Ethiopia),,,Tucker and Bryan 1966;Thompson 1976a
nas,SOV,"Order of Subject, Object and Verb",Nasioi,,,Hurd and Hurd 1966
nat,SOV,"Order of Subject, Object and Verb",Natchez,,,Swanton 1991
nau,No dominant order,"Order of Subject, Object and Verb",Nauruan,,,Kayser 1993
nav,SOV,"Order of Subject, Object and Verb",Navajo,,,Young and Morgan 1987;Speas 1990;Reichard 1951
ncm,SVO,"Order of Subject, Object and Verb",Ncàm,,,Cox 1998
ndb,SVO,"Order of Subject, Object and Verb",Ndebele (in South Africa),,,Ziervogel 1959;Bowern and Lotridge 2002
ndj,No dominant order,"Order of Subject, Object and Verb",Ndjébbana,,,McKay 2000
ndo,SVO,"Order of Subject, Object and Verb",Ndonga,,,Viljoen and Amakali 1978;Fivaz 1986
