ID,Name,Parameter,Language,Frequency,Confidence,References
tob,No dominant order,"Order of Subject, Object and Verb",Toba,,,Klein 1973;Klein 2001
tbt,OSV,"Order of Subject, Object and Verb",Tobati,,,Donohue 2002
tlo,SOV,"Order of Subject, Object and Verb",Tobelo,,,Holton 2003
tod,SOV,"Order of Subject, Object and Verb",Tod,,,Sharma 1989b
tla,SVO,"Order of Subject, Object and Verb",Tolai,,,Franklin et al. 1974
tno,No dominant order,"Order of Subject, Object and Verb",Tondano,,,Sneddon 1975
toz,SVO,"Order of Subject, Object and Verb",Tonga (in Zambia),,,Collins 1962
tng,No dominant order,"Order of Subject, Object and Verb",Tongan,,,Churchward 1953
ton,No dominant order,"Order of Subject, Object and Verb",Tonkawa,,,Troike 1967;Hoijer 1933-1938;Hoijer 1972
trw,SOV,"Order of Subject, Object and Verb",Torwali,,,Lunsford 2001
txj,SVO,"Order of Subject, Object and Verb",Totonac (Xicotepec de Juárez),,,Reid et al. 1968
tri,VSO,"Order of Subject, Object and Verb",Trique (Copala),,,Hollenbach 1992
tru,No dominant order,"Order of Subject, Object and Verb",Trumai,,,Monod-Becquelin 1975
tsf,SOV,"Order of Subject, Object and Verb",Tsafiki,,,Dickinson 2002
tsz,SOV,"Order of Subject, Object and Verb",Tsez,,,Alekseev and Radzhabov 2004
tgl,SOV,"Order of Subject, Object and Verb",Tshangla,,,Das Gupta 1968;Andvik 2003
tsi,VSO,"Order of Subject, Object and Verb",Tsimshian (Coast),,,Dunn 1979
ttu,SOV,"Order of Subject, Object and Verb",Tsova-Tush,,,Holisky and Gagua 1994
tbu,SOV,"Order of Subject, Object and Verb",Tubu,,,Tucker and Bryan 1966;Lukas 1953
tgn,SVO,"Order of Subject, Object and Verb",Tugun,,,Hinton 1991
tuk,VOS,"Order of Subject, Object and Verb",Tukang Besi,,,Donohue 1999a
tki,SVO,"Order of Subject, Object and Verb",Tuki,,,Biloa 1997
tul,SOV,"Order of Subject, Object and Verb",Tulu,,,Brigel 1982
tum,SVO,"Order of Subject, Object and Verb",Tumleo,,,Schultze 1911
tsh,SOV,"Order of Subject, Object and Verb",Tümpisa Shoshone,,,Dayley 1989a
tnn,SOV,"Order of Subject, Object and Verb",Tunen,,,Dugast 1971
tnk,SVO,"Order of Subject, Object and Verb",Tungak,,,Fast 1990
tun,SOV,"Order of Subject, Object and Verb",Tunica,,,Haas 1940
tpr,SVO,"Order of Subject, Object and Verb",Tupuri,,,Ruelland 1992;Ruelland 1998
tna,VSO,"Order of Subject, Object and Verb",Turkana,,,Dimmendaal 1983a
tur,SOV,"Order of Subject, Object and Verb",Turkish,,,Erguvanli 1984;Lewis 1967
tkm,SOV,"Order of Subject, Object and Verb",Turkmen,,,Clark 1998b
tus,No dominant order,"Order of Subject, Object and Verb",Tuscarora,,,Williams 1976
tte,SOV,"Order of Subject, Object and Verb",Tutelo,,,Oliverio 1996
tvl,OVS,"Order of Subject, Object and Verb",Tuvaluan,,,Besnier 2000
tuv,SOV,"Order of Subject, Object and Verb",Tuvan,,,Anderson and Harrison 1999
tuy,SOV,"Order of Subject, Object and Verb",Tuyuca,,,Barnes 1994
tye,SOV,"Order of Subject, Object and Verb",Tyeraity,,,Tryon 1974
tzo,VOS,"Order of Subject, Object and Verb",Tzotzil,,,Cowan 1969
tzu,No dominant order,"Order of Subject, Object and Verb",Tzutujil,,,Dayley 1985
uby,SOV,"Order of Subject, Object and Verb",Ubykh,,,Charachidze 1989
udi,SOV,"Order of Subject, Object and Verb",Udi,,,Schulze 1982
udh,SOV,"Order of Subject, Object and Verb",Udihe,,,Nikolaeva and Tolskaya 2001
udm,SOV,"Order of Subject, Object and Verb",Udmurt,,,Csúcs 1998
ukr,SVO,"Order of Subject, Object and Verb",Ukrainian,,,Stechishin 1958
uld,SVO,"Order of Subject, Object and Verb",Uldeme,,,de Colombel 1997
uli,SVO,"Order of Subject, Object and Verb",Ulithian,,,Lynch 2002b
una,SOV,"Order of Subject, Object and Verb",Una,,,Louwerse 1988
ung,OVS,"Order of Subject, Object and Verb",Ungarinjin,,,Rumsey 1982
ura,SVO,"Order of Subject, Object and Verb",Ura,,,Crowley 1999
uhi,SOV,"Order of Subject, Object and Verb",Uradhi,,,Crowley 1983
url,SVO,"Order of Subject, Object and Verb",Urak Lawoi',,,Hogan 1988
urn,OVS,"Order of Subject, Object and Verb",Urarina,,,Olawsky 2002;Olawsky 2006
urt,SVO,"Order of Subject, Object and Verb",Urat,,,Sposato 2008
urd,SOV,"Order of Subject, Object and Verb",Urdu,,,
urk,SOV,"Order of Subject, Object and Verb",Urubú-Kaapor,,,Kakumasu 1986
usa,SOV,"Order of Subject, Object and Verb",Usan,,,Reesink 1987
usr,SOV,"Order of Subject, Object and Verb",Usarufa,,,Bee 1973
ute,No dominant order,"Order of Subject, Object and Verb",Ute,,,Southern Ute Tribe 1980
uyg,SOV,"Order of Subject, Object and Verb",Uyghur,,,Hahn 1998
uzb,SOV,"Order of Subject, Object and Verb",Uzbek,,,Sjoberg 1963
vai,SOV,"Order of Subject, Object and Verb",Vai,,,Welmers 1976
ven,SVO,"Order of Subject, Object and Verb",Venda,,,Poulos 1990
vie,SVO,"Order of Subject, Object and Verb",Vietnamese,,,Binh 1971;Vu'ong-Gia-Thuy 1975;Nguyen 1975
vnm,SVO,"Order of Subject, Object and Verb",Vinmavis,,,Crowley 2002g
wwa,SVO,"Order of Subject, Object and Verb",Waama,,,Peter 1990
wag,SOV,"Order of Subject, Object and Verb",Wagiman,,,Tryon 1971
wah,SOV,"Order of Subject, Object and Verb",Wahgi,,,Luzbetak 1954
wai,No dominant order,"Order of Subject, Object and Verb",Wai Wai,,,Hawkins 1998
wak,SOV,"Order of Subject, Object and Verb",Wakhi,,,Lorimer 1958
wal,SVO,"Order of Subject, Object and Verb",Walman,,,Schmidt and Vormann 1900;Spölgen and Schmidt 1901
wam,No dominant order,"Order of Subject, Object and Verb",Wambaya,,,Nordlinger 1993
wbn,SOV,"Order of Subject, Object and Verb",Wambon,,,de Vries 1989
wme,SOV,"Order of Subject, Object and Verb",Wambule,,,Opgenort 2004
wna,SOV,"Order of Subject, Object and Verb",Wan,,,Nikitina 2008
wan,No dominant order,"Order of Subject, Object and Verb",Wangkumara,,,McDonald and Wurm 1979
wao,SOV,"Order of Subject, Object and Verb",Waorani,,,Peeke 1979;Peeke 1994;Peeke 1973
wap,SOV,"Order of Subject, Object and Verb",Wappo,,,Li et al. 1977
wry,SVO,"Order of Subject, Object and Verb",Waray (in Australia),,,Harvey 1986
wrd,No dominant order,"Order of Subject, Object and Verb",Wardaman,,,Merlan 1994
wrk,SVO,"Order of Subject, Object and Verb",Warekena,,,Aikhenvald 1998
wrm,SVO,"Order of Subject, Object and Verb",Warembori,,,Donohue 1999b
war,VOS,"Order of Subject, Object and Verb",Wari',,,Everett and Kern 1997
wrl,No dominant order,"Order of Subject, Object and Verb",Warlpiri,,,Swartz 1988
wlw,SOV,"Order of Subject, Object and Verb",Warluwara,,,Breen 1970
wrn,SVO,"Order of Subject, Object and Verb",Warndarang,,,Heath 1980b
wrg,No dominant order,"Order of Subject, Object and Verb",Warrgamay,,,Dixon 1981
wrw,No dominant order,"Order of Subject, Object and Verb",Warrwa,,,McGregor 1994
was,SOV,"Order of Subject, Object and Verb",Washo,,,Jacobsen 1964;Kroeber 1906
wsk,SOV,"Order of Subject, Object and Verb",Waskia,,,Ross and Paol 1978
wth,VOS,"Order of Subject, Object and Verb",Wathawurrung,,,Blake et al. 1998a
way,SOV,"Order of Subject, Object and Verb",Wayampi,,,Grenand 1980
wed,SOV,"Order of Subject, Object and Verb",Wedau,,,King 1901a
wel,VSO,"Order of Subject, Object and Verb",Welsh,,,Williams 1980b;Thomas 1992a;Bowen and Jones 1960
wec,VSO,"Order of Subject, Object and Verb",Welsh (Colloquial),,,Watkins 1993
wem,VOS,"Order of Subject, Object and Verb",Wembawemba,,,Hercus 1969b;Hercus 1986b
wma,SVO,"Order of Subject, Object and Verb",West Makian,,,Voorhoeve 1982
wch,SVO,"Order of Subject, Object and Verb",Wichí,,,Viñas Urquiza 1974;Hunt 1940;Tovar 1981
wic,No dominant order,"Order of Subject, Object and Verb",Wichita,,,Rood 1976
wik,No dominant order,"Order of Subject, Object and Verb",Wikchamni,,,Gamble 1978
wmu,SOV,"Order of Subject, Object and Verb",Wik Munkan,,,Godfrey 1964
wn,OSV,"Order of Subject, Object and Verb",Wik Ngathana,,,Sutton 1978
win,No dominant order,"Order of Subject, Object and Verb",Wintu,,,Pitkin 1977
wiy,No dominant order,"Order of Subject, Object and Verb",Wiyot,,,Teeter 1964;Reichard 1925
wly,SOV,"Order of Subject, Object and Verb",Wolaytta,,,Tucker and Bryan 1966
wol,SVO,"Order of Subject, Object and Verb",Woleaian,,,Sohn 1975
wlo,VSO,"Order of Subject, Object and Verb",Wolio,,,Anceaux 1952
wlf,SVO,"Order of Subject, Object and Verb",Wolof,,,Njie 1982
wom,SOV,"Order of Subject, Object and Verb",Womo,,,
wya,No dominant order,"Order of Subject, Object and Verb",Wyandot,,,Kopris 2001
xam,SVO,"Order of Subject, Object and Verb",/Xam,,,Anonymous 4
xar,SVO,"Order of Subject, Object and Verb",Xârâcùù,,,
xas,SOV,"Order of Subject, Object and Verb",Xasonga,,,Koite-Herschel 1981-1982
xer,SOV,"Order of Subject, Object and Verb",Xerénte,,,de Souza Filho 2007
xho,SVO,"Order of Subject, Object and Verb",Xhosa,,,McLaren 1939
xoo,SVO,"Order of Subject, Object and Verb",!Xóõ,,,Traill 1994
ygr,SOV,"Order of Subject, Object and Verb",Yagaria,,,Renck 1975
yag,No dominant order,"Order of Subject, Object and Verb",Yagua,,,Payne 1990a;Payne and Payne 1990
yah,SOV,"Order of Subject, Object and Verb",Yahgan,,,Adelaar 2004
ykt,SOV,"Order of Subject, Object and Verb",Yakut,,,Stachowski and Menz 1998
yal,SOV,"Order of Subject, Object and Verb",Yale (Kosarek),,,Heeschen 1992
yam,SOV,"Order of Subject, Object and Verb",Yaminahua,,,Eakin 1991
yao,SVO,"Order of Subject, Object and Verb",Yao (in Malawi),,,Whiteley 1966
yap,VSO,"Order of Subject, Object and Verb",Yapese,,,Jensen et al. 1977;Jensen 1977a
yqy,SOV,"Order of Subject, Object and Verb",Yaqay,,,Boelaars 1950
yaq,SOV,"Order of Subject, Object and Verb",Yaqui,,,Lindenfeld 1973
yar,SOV,"Order of Subject, Object and Verb",Yareba,,,Weimer and Weimer 1975
ywl,No dominant order,"Order of Subject, Object and Verb",Yawelmani,,,Newman 1944
ywr,No dominant order,"Order of Subject, Object and Verb",Yawuru,,,Hosokawa 1991
yay,SVO,"Order of Subject, Object and Verb",Yay,,,Hudak 1991
yei,SOV,"Order of Subject, Object and Verb",Yei,,,Boelaars 1950
yel,SOV,"Order of Subject, Object and Verb",Yelî Dnye,,,Henderson 1975
ylm,SOV,"Order of Subject, Object and Verb",Yelmek,,,Boelaars 1950
yi,SOV,"Order of Subject, Object and Verb",Yi,,,Gao 1958
yid,SOV,"Order of Subject, Object and Verb",Yidiny,,,Dixon 1977a
yin,SVO,"Order of Subject, Object and Verb",Yindjibarndi,,,Wordick 1982
yng,SVO,"Order of Subject, Object and Verb",Yingkarta,,,Dench 1998
yok,No dominant order,"Order of Subject, Object and Verb",Yokuts (Yaudanchi),,,Kroeber 1904
yor,SVO,"Order of Subject, Object and Verb",Yoruba,,,Rowlands 1969;Bamgbose 1966
yuc,SOV,"Order of Subject, Object and Verb",Yuchi,,,Linn 2001;Wagner 1933-1938;Wagner 1934
ycn,SVO,"Order of Subject, Object and Verb",Yucuna,,,Schauer and Schauer 1978
yko,SOV,"Order of Subject, Object and Verb",Yukaghir (Kolyma),,,Maslova 1999
ytu,SOV,"Order of Subject, Object and Verb",Yukaghir (Tundra),,,Krejnovich 1958
yuk,SVO,"Order of Subject, Object and Verb",Yukulta,,,Keen 1983
yul,SVO,"Order of Subject, Object and Verb",Yulu,,,Santandrea 1970
ypk,No dominant order,"Order of Subject, Object and Verb",Yup'ik (Central),,,Reed et al. 1977
yus,No dominant order,"Order of Subject, Object and Verb",Yupik (Siberian),,,de Reuse 1988
yur,No dominant order,"Order of Subject, Object and Verb",Yurok,,,Robins 1958
yuw,SOV,"Order of Subject, Object and Verb",Yuwaalaraay,,,Williams 1980a
zan,SVO,"Order of Subject, Object and Verb",Zande,,,Gore 1926;Tucker and Bryan 1966
zpr,SVO,"Order of Subject, Object and Verb",Zaparo,,,Peeke 1962
zai,VSO,"Order of Subject, Object and Verb",Zapotec (Isthmus),,,Pickett et al. 1998
zap,VSO,"Order of Subject, Object and Verb",Zapotec (Mitla),,,Briggs 1961;Stubblefield and Stubblefield 1991
zzo,VSO,"Order of Subject, Object and Verb",Zapotec (Zoogocho),,,Sonnenschein 2005
zar,No dominant order,"Order of Subject, Object and Verb",Zarma,,,Tersis 1972
zay,SOV,"Order of Subject, Object and Verb",Zayse,,,Hayward 1990b
zaz,SOV,"Order of Subject, Object and Verb",Zazaki,,,
zha,SOV,"Order of Subject, Object and Verb",Zhang-Zhung,,,Haarh 1968
zhn,SVO,"Order of Subject, Object and Verb",Zhuang (Northern),,,Yongxian Luo 2008
zim,SOV,"Order of Subject, Object and Verb",Zimakani,,,Voorhoeve 1975
zch,SVO,"Order of Subject, Object and Verb",Zoque (Chimalapa),,,Johnson 2000
zqc,VOS,"Order of Subject, Object and Verb",Zoque (Copainalá),,,Harrison et al. 1981
zqo,No dominant order,"Order of Subject, Object and Verb",Zoque (Ostuacan),,,Engel and Longacre 1963
zul,SVO,"Order of Subject, Object and Verb",Zulu,,,Ziervogel et al. 1981
zun,SOV,"Order of Subject, Object and Verb",Zuni,,,Nichols 1999;Cook 1975;Newman 1965
