ID,Name,Parameter,Language,Frequency,Confidence,References
miz,Subject pronouns in different position,Expression of Pronominal Subjects,Mizo,,,Chhangte 1989
mlm,Optional pronouns in subject position,Expression of Pronominal Subjects,Mlabri (Minor),,,Rischel 1995
mcc,Subject affixes on verb,Expression of Pronominal Subjects,Mochica,,,Adelaar 2004
mcv,Subject affixes on verb,Expression of Pronominal Subjects,Mocoví,,,Grondona 1998
mof,Subject pronouns in different position,Expression of Pronominal Subjects,Mofu-Gudur,,,Barreteau 1988
moh,Subject affixes on verb,Expression of Pronominal Subjects,Mohawk,,,Bonvillain 1973
mok,Optional pronouns in subject position,Expression of Pronominal Subjects,Mokilese,,,Harrison and Albert 1976
mon,Optional pronouns in subject position,Expression of Pronominal Subjects,Mon,,,Bauer 1982a
mbo,Subject affixes on verb,Expression of Pronominal Subjects,Monumbo,,,Vormann and Scharfenberger 1914
moo,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Mooré,,,Lehr et al. 1966
moe,Subject affixes on verb,Expression of Pronominal Subjects,Mordvin (Erzya),,,Zaicz 1998
mro,Subject affixes on verb,Expression of Pronominal Subjects,Moro,,,Black and Black 1971
mou,Subject affixes on verb,Expression of Pronominal Subjects,Moru,,,Tucker and Bryan 1966
mpu,Subject affixes on verb,Expression of Pronominal Subjects,Mpur,,,Odé 2002
aoj,Subject affixes on verb,Expression of Pronominal Subjects,Mufian,,,Alungum et al. 1978
msc,Subject affixes on verb,Expression of Pronominal Subjects,Muisca,,,Adelaar 2004
mum,Subject pronouns in different position,Expression of Pronominal Subjects,Mumuye,,,Shimizu 1983
mna,Subject affixes on verb,Expression of Pronominal Subjects,Muna,,,van den Berg 1989b
mun,Subject clitics on variable host,Expression of Pronominal Subjects,Mundari,,,Sinha 1975
mup,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Mupun,,,Frajzyngier 1993
mrl,Subject affixes on verb,Expression of Pronominal Subjects,Murle,,,Lyth 1971;Tucker and Bryan 1966
mgu,Subject pronouns in different position,Expression of Pronominal Subjects,Musgu,,,Meyer-Bahlburg 1972
mus,Subject pronouns in different position,Expression of Pronominal Subjects,Mussau,,,Ross 2002b
mut,Subject clitics on variable host,Expression of Pronominal Subjects,Mutsun,,,Okrand 1977
nab,Subject affixes on verb,Expression of Pronominal Subjects,Nabak,,,Fabian et al. 1998
nag,Subject affixes on verb,Expression of Pronominal Subjects,Nagatman,,,Campbell and Campbell 1987
nhh,Subject affixes on verb,Expression of Pronominal Subjects,Nahuatl (Huasteca),,,Beller and Beller 1979
nhm,Subject affixes on verb,Expression of Pronominal Subjects,Nahuatl (Michoacán),,,Sischo 1979
nhn,Subject affixes on verb,Expression of Pronominal Subjects,Nahuatl (North Puebla),,,Brockway 1979
nht,Subject affixes on verb,Expression of Pronominal Subjects,Nahuatl (Tetelcingo),,,Tuggy 1979
bio,Subject affixes on verb,Expression of Pronominal Subjects,Nai,,,Hamlin 1998
nak,Optional pronouns in subject position,Expression of Pronominal Subjects,Nakanai,,,Johnston 1980
nal,Subject pronouns in different position,Expression of Pronominal Subjects,Nalik,,,Volker 1998
nmb,Subject affixes on verb,Expression of Pronominal Subjects,Nambikuára (Southern),,,Lowe 1999;Kroeker 1982
nam,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Namia,,,Feldpausch and Feldpausch 1992
nan,Subject affixes on verb,Expression of Pronominal Subjects,Nandi,,,Creider and Creider 1989;Hollis 1909
nph,Optional pronouns in subject position,Expression of Pronominal Subjects,Nar-Phu,,,Noonan 2003a
nav,Subject affixes on verb,Expression of Pronominal Subjects,Navajo,,,Young and Morgan 1980
ndb,Subject affixes on verb,Expression of Pronominal Subjects,Ndebele (in South Africa),,,Bowern and Lotridge 2002;Ziervogel 1959
ndj,Subject affixes on verb,Expression of Pronominal Subjects,Ndjébbana,,,McKay 2000
ndo,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Ndonga,,,Viljoen and Amakali 1978;Fivaz 1986
ndt,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Ndut,,,Morgan 1996
ndy,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Ndyuka,,,Huttar and Huttar 1994
nnd,Subject affixes on verb,Expression of Pronominal Subjects,Nend,,,Harris 1990
nen,Subject affixes on verb,Expression of Pronominal Subjects,Nenets,,,Collinder 1957
naj,Subject affixes on verb,Expression of Pronominal Subjects,Neo-Aramaic (Arbel Jewish),,,Khan 1999
nwd,Subject affixes on verb,Expression of Pronominal Subjects,Newar (Dolakha),,,
nez,Subject affixes on verb,Expression of Pronominal Subjects,Nez Perce,,,Aoki 1970
ntj,Mixed,Expression of Pronominal Subjects,Ngaanyatjarra,,,Douglas 1964
ngj,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Ngadjumaja,,,von Brandenstein 1980
nga,Subject affixes on verb,Expression of Pronominal Subjects,Nganasan,,,Helimski 1998a
nbm,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Ngbaka (Ma'bo),,,Thomas 1963
nti,Subject affixes on verb,Expression of Pronominal Subjects,Ngiti,,,Kutsch Lojenga 1994
ngi,Subject clitics on variable host,Expression of Pronominal Subjects,Ngiyambaa,,,Donaldson 1980
ngz,Subject pronouns in different position,Expression of Pronominal Subjects,Ngizim,,,Schuh 1972
ngo,Subject affixes on verb,Expression of Pronominal Subjects,Ngoni,,,Ngonyani 2003
nha,Subject clitics on variable host,Expression of Pronominal Subjects,Nhanda,,,Blevins 2001
nia,Mixed,Expression of Pronominal Subjects,Nias,,,Brown 2001
nsn,Mixed,Expression of Pronominal Subjects,Nisenan,,,Eatough 1999
nsg,Subject pronouns in different position,Expression of Pronominal Subjects,Nisgha,,,Tarpent 1987
niu,Optional pronouns in subject position,Expression of Pronominal Subjects,Niuean,,,Seiter 1980
niv,Optional pronouns in subject position,Expression of Pronominal Subjects,Nivkh,,,Panfilov 1962
nke,Subject pronouns in different position,Expression of Pronominal Subjects,Nkem,,,Sibomana 1986
nko,Subject affixes on verb,Expression of Pronominal Subjects,Nkore-Kiga,,,Taylor 1985
non,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Noni,,,Hyman 1981b
nor,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Norwegian,,,Olson 1901
nse,Subject affixes on verb,Expression of Pronominal Subjects,Nsenga,,,Ranger 1928
nua,Subject affixes on verb,Expression of Pronominal Subjects,Nuaulu,,,Bolton 1990
nbd,Subject affixes on verb,Expression of Pronominal Subjects,Nubian (Dongolese),,,Armbruster 1960
nue,Subject affixes on verb,Expression of Pronominal Subjects,Nuer,,,Crazzolara 1933
nug,Subject affixes on verb,Expression of Pronominal Subjects,Nunggubuyu,,,Hughes and Healy 1971;Heath 1984
nuu,Subject clitics on variable host,Expression of Pronominal Subjects,Nuuchahnulth,,,Davidson 2002
nym,Subject affixes on verb,Expression of Pronominal Subjects,Nyamwezi,,,Maganga and Schadeberg 1992
nya,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Nyawaygi,,,Dixon 1983
nyn,Subject affixes on verb,Expression of Pronominal Subjects,Nyigina,,,Stokes 1982
nis,Optional pronouns in subject position,Expression of Pronominal Subjects,Nyishi,,,Tayeng 1990a
nyu,Subject affixes on verb,Expression of Pronominal Subjects,Nyulnyul,,,McGregor 1996
obo,Subject affixes on verb,Expression of Pronominal Subjects,Obolo,,,Faraclas 1984
ocu,Subject affixes on verb,Expression of Pronominal Subjects,Ocuilteco,,,Muntzel 1986
obg,Subject affixes on verb,Expression of Pronominal Subjects,Ogbronuagum,,,Kari 2000
oji,Subject clitics on variable host,Expression of Pronominal Subjects,Ojibwa (Eastern),,,Valentine 2001;Rhodes 1991
olo,Subject affixes on verb,Expression of Pronominal Subjects,Olo,,,Staley 1995
ond,Subject affixes on verb,Expression of Pronominal Subjects,Oneida,,,
ood,Subject clitics on variable host,Expression of Pronominal Subjects,O'odham,,,Saxton 1982
oro,Subject affixes on verb,Expression of Pronominal Subjects,Orokaiva,,,Healey et al. 1969
orh,Subject affixes on verb,Expression of Pronominal Subjects,Oromo (Harar),,,Owens 1985
ory,Subject pronouns in different position,Expression of Pronominal Subjects,Orya,,,Fields 1997
osa,Subject affixes on verb,Expression of Pronominal Subjects,Osage,,,
otm,Subject affixes on verb,Expression of Pronominal Subjects,Otomí (Mezquital),,,Hess 1968
pkn,Subject affixes on verb,Expression of Pronominal Subjects,Paakantyi,,,Hercus 1982
pms,Subject affixes on verb,Expression of Pronominal Subjects,Paamese,,,Crowley 1982
pae,Subject clitics on variable host,Expression of Pronominal Subjects,Páez,,,Slocum 1986
pno,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Paiute (Northern),,,Snapp et al. 1982
pai,Subject affixes on verb,Expression of Pronominal Subjects,Paiwan,,,Egli 1990
plk,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Palikur,,,Green and Green 1972
pam,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Pame,,,Manrique 1967
pan,Subject affixes on verb,Expression of Pronominal Subjects,Panjabi,,,Gill and Gleason 1963
pre,Subject affixes on verb,Expression of Pronominal Subjects,Pare,,,Kotz 1964;Kagaya 1989
psm,Subject clitics on variable host,Expression of Pronominal Subjects,Passamaquoddy-Maliseet,,,Ng 2002
plh,Subject affixes on verb,Expression of Pronominal Subjects,Paulohi,,,Stresemann 1918
pau,Subject affixes on verb,Expression of Pronominal Subjects,Paumarí,,,Chapman and Derbyshire 1991
pwn,Subject affixes on verb,Expression of Pronominal Subjects,Pawnee,,,Parks 1976
prs,Subject affixes on verb,Expression of Pronominal Subjects,Persian,,,Lambton 1967;Rastorgueva 1964
pga,Subject affixes on verb,Expression of Pronominal Subjects,Pilagá,,,Vidal 2001
pog,Subject affixes on verb,Expression of Pronominal Subjects,Pogoro,,,Hendle 1907
pkt,Subject affixes on verb,Expression of Pronominal Subjects,Pokot,,,Tucker and Bryan 1966;Crazzolara 1978
pol,Subject clitics on variable host,Expression of Pronominal Subjects,Polish,,,Stone 1980
pso,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Pomo (Southeastern),,,Moshinsky 1974
por,Subject affixes on verb,Expression of Pronominal Subjects,Portuguese,,,Hutchinson and Lloyd 1996
pra,Subject affixes on verb,Expression of Pronominal Subjects,Prasuni,,,Morgenstierne 1949
pul,Subject pronouns in different position,Expression of Pronominal Subjects,Puluwat,,,Elbert 1974
qim,Subject affixes on verb,Expression of Pronominal Subjects,Quechua (Imbabura),,,Cole 1982
ram,Subject affixes on verb,Expression of Pronominal Subjects,Rama,,,Grinevald n.d.;Grinevald 1988
rap,Optional pronouns in subject position,Expression of Pronominal Subjects,Rapanui,,,Chapin 1978
rem,Subject affixes on verb,Expression of Pronominal Subjects,Remo,,,Fernandez 1967
rim,Subject affixes on verb,Expression of Pronominal Subjects,Rimi,,,Olson 1964
rit,Subject clitics on variable host,Expression of Pronominal Subjects,Ritharngu,,,Heath 1980a
ron,Subject pronouns in different position,Expression of Pronominal Subjects,Ron,,,Seibert 1998
rov,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Roviana,,,Corston-Oliver 2002
ruk,Subject affixes on verb,Expression of Pronominal Subjects,Rukai (Tanan),,,Li 1973
rum,Optional pronouns in subject position,Expression of Pronominal Subjects,Rumu,,,Petterson 1999
run,Subject affixes on verb,Expression of Pronominal Subjects,Runga,,,Nougayrol 1989
rny,Subject affixes on verb,Expression of Pronominal Subjects,Runyankore,,,Morris and Kirwan 1972
rru,Subject affixes on verb,Expression of Pronominal Subjects,Runyoro-Rutooro,,,Rubongoya 1999
rus,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Russian,,,Stilman and Harkins 1964
rut,Subject affixes on verb,Expression of Pronominal Subjects,Rutul,,,Alekseev 1994b
shp,Mixed,Expression of Pronominal Subjects,Sahaptin (Northern),,,Jacobs 1931
sah,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Sahu,,,Visser and Voorhoeve 1987
sak,Subject affixes on verb,Expression of Pronominal Subjects,Sakao,,,Guy 1974a
slb,Subject affixes on verb,Expression of Pronominal Subjects,Saliba (in Papua New Guinea),,,Margetts 1999b
sdw,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Sandawe,,,Eaton 2008
san,Subject affixes on verb,Expression of Pronominal Subjects,Sango,,,Samarin 1967b
sgu,Subject affixes on verb,Expression of Pronominal Subjects,Sangu,,,Idiata 1998
snm,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Sanuma,,,Borgman 1990
sap,Optional pronouns in subject position,Expression of Pronominal Subjects,Sapuan,,,Jacq and Sidwell 1999
src,Subject affixes on verb,Expression of Pronominal Subjects,Sarcee,,,Cook 1984
sar,Subject affixes on verb,Expression of Pronominal Subjects,Sare,,,Sumbuk 1999
skp,Subject affixes on verb,Expression of Pronominal Subjects,Selkup,,,Helimski 1998b
sml,Subject affixes on verb,Expression of Pronominal Subjects,Semelai,,,Kruspe 1999
sgl,Subject affixes on verb,Expression of Pronominal Subjects,Sengele,,,Mangulu 2001
scr,Subject affixes on verb,Expression of Pronominal Subjects,Serbian-Croatian,,,Partridge 1964
ser,Subject affixes on verb,Expression of Pronominal Subjects,Seri,,,Marlett 1981
ses,Subject pronouns in different position,Expression of Pronominal Subjects,Sesotho,,,Paroz 1946
shm,Subject affixes on verb,Expression of Pronominal Subjects,Shambala,,,Besha 1993
shu,Subject affixes on verb,Expression of Pronominal Subjects,Shuswap,,,Kuipers 1974
sid,Subject affixes on verb,Expression of Pronominal Subjects,Sidaama,,,Kawachi 2007
sio,Subject affixes on verb,Expression of Pronominal Subjects,Sio,,,Clark and Clark 1987
qum,Subject affixes on verb,Expression of Pronominal Subjects,Sipakapense,,,Barrett 1999
sro,Subject affixes on verb,Expression of Pronominal Subjects,Siroi,,,Wells 1979
sis,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Sisiqa,,,Ross 2002l
siu,Subject affixes on verb,Expression of Pronominal Subjects,Siuslaw,,,Frachtenberg 1914
sla,Subject affixes on verb,Expression of Pronominal Subjects,Slave,,,Rice 1989
slo,Subject affixes on verb,Expression of Pronominal Subjects,Slovene,,,Priestly 1993;Herrity 2000
so,Subject affixes on verb,Expression of Pronominal Subjects,So,,,Serzisko 1989
sob,Subject affixes on verb,Expression of Pronominal Subjects,Sobei,,,Sterner and Ross 2002
som,Subject pronouns in different position,Expression of Pronominal Subjects,Somali,,,Saeed 1987;Kirk 1905
snn,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Soninke,,,Diagana 1995
srb,Subject affixes on verb,Expression of Pronominal Subjects,Sorbian,,,Stone 1993
stn,Subject affixes on verb,Expression of Pronominal Subjects,Sotho (Northern),,,Louwrens et al. 1995
sgb,Subject affixes on verb,Expression of Pronominal Subjects,Sougb,,,Reesink 2002
spa,Subject affixes on verb,Expression of Pronominal Subjects,Spanish,,,
squ,Subject affixes on verb,Expression of Pronominal Subjects,Squamish,,,Kuipers 1967
sue,Optional pronouns in subject position,Expression of Pronominal Subjects,Suena,,,Wilson 1974
skm,Subject affixes on verb,Expression of Pronominal Subjects,Sukuma,,,Batibo 1985
sul,Subject affixes on verb,Expression of Pronominal Subjects,Sulka,,,Tharp 1996
sup,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Supyire,,,Carlson 1994
swa,Subject affixes on verb,Expression of Pronominal Subjects,Swahili,,,Ashton 1947
swe,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Swedish,,,Holmes and Hinchliffe 1994
tab,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Taba,,,Bowden 1997a
tbl,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Tabla,,,Abisay et al. 1983
tbw,Subject affixes on verb,Expression of Pronominal Subjects,Tabwa,,,de Beerst 1896
taf,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Taiof,,,Ross 2002g
trr,Subject affixes on verb,Expression of Pronominal Subjects,Tairora,,,Vincent 1973a;Vincent 1973b
taj,Subject affixes on verb,Expression of Pronominal Subjects,Tajik,,,Rastorgueva 1963
tkl,Subject affixes on verb,Expression of Pronominal Subjects,Takelma,,,Sapir 1922b
tsk,Subject affixes on verb,Expression of Pronominal Subjects,Tamashek,,,Heath 2005
tnc,Subject affixes on verb,Expression of Pronominal Subjects,Tanacross,,,Holton 2000
tar,Subject affixes on verb,Expression of Pronominal Subjects,Tariana,,,Aikhenvald 2003
tvo,Subject affixes on verb,Expression of Pronominal Subjects,Tatar,,,Poppe 1968
tau,Subject affixes on verb,Expression of Pronominal Subjects,Tauya,,,MacDonald 1990
tmr,Subject affixes on verb,Expression of Pronominal Subjects,Temiar,,,Benjamin 1976
ten,Subject affixes on verb,Expression of Pronominal Subjects,Tennet,,,Randal 1998
tpn,Mixed,Expression of Pronominal Subjects,Tepehuan (Northern),,,Bascom 1982
tps,Subject affixes on verb,Expression of Pronominal Subjects,Tepehuan (Southeastern),,,Willett 1991
tep,Subject affixes on verb,Expression of Pronominal Subjects,Tepehua (Tlachichilco),,,Watters 1988
trb,Subject affixes on verb,Expression of Pronominal Subjects,Teribe,,,Quesada 2000
tes,Subject affixes on verb,Expression of Pronominal Subjects,Teso,,,Hilders and Lawrance 1956
tet,Subject affixes on verb,Expression of Pronominal Subjects,Tetela,,,Wetshemongo 1996;Jacobs 1964
tha,Optional pronouns in subject position,Expression of Pronominal Subjects,Thai,,,
tid,Mixed,Expression of Pronominal Subjects,Tidore,,,van Staden 2000
tgk,Subject pronouns in different position,Expression of Pronominal Subjects,Tigak,,,Beaumont 1979
tgr,Subject affixes on verb,Expression of Pronominal Subjects,Tigré,,,Raz 1983
tja,Subject affixes on verb,Expression of Pronominal Subjects,Tiipay (Jamul),,,Miller 2001
tmc,Subject affixes on verb,Expression of Pronominal Subjects,Timucua,,,Granberry 1993
tim,Optional pronouns in subject position,Expression of Pronominal Subjects,Timugon,,,Prentice 1971
tin,Subject pronouns in different position,Expression of Pronominal Subjects,Tinrin,,,Osumi 1995
tiv,Subject pronouns in different position,Expression of Pronominal Subjects,Tiv,,,Abraham 1940
tiw,Subject affixes on verb,Expression of Pronominal Subjects,Tiwi,,,Osborne 1974
tli,Subject affixes on verb,Expression of Pronominal Subjects,Tlingit,,,Boas 1917
tob,Subject affixes on verb,Expression of Pronominal Subjects,Toba,,,Klein 1973;Klein 2001
tlo,Subject affixes on verb,Expression of Pronominal Subjects,Tobelo,,,Holton 2003
tla,Subject pronouns in different position,Expression of Pronominal Subjects,Tolai,,,Franklin et al. 1974
toz,Subject affixes on verb,Expression of Pronominal Subjects,Tonga (in Zambia),,,Collins 1962
ton,Subject affixes on verb,Expression of Pronominal Subjects,Tonkawa,,,Hoijer 1933-1938;Troike 1967
tru,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Trumai,,,Guirardello 1999a
tsz,Subject affixes on verb,Expression of Pronominal Subjects,Tsez,,,Alekseev and Radzhabov 2004
tsi,Subject pronouns in different position,Expression of Pronominal Subjects,Tsimshian (Coast),,,Mulder 1994
tsn,Subject pronouns in different position,Expression of Pronominal Subjects,Tsonga,,,Baumbach 1987
tgh,Subject affixes on verb,Expression of Pronominal Subjects,Tuareg (Ghat),,,Nehlil 1909
tgn,Subject affixes on verb,Expression of Pronominal Subjects,Tugun,,,Hinton 1991
tuk,Subject affixes on verb,Expression of Pronominal Subjects,Tukang Besi,,,Donohue 1999a
tki,Subject affixes on verb,Expression of Pronominal Subjects,Tuki,,,Biloa 1997
tnk,Subject pronouns in different position,Expression of Pronominal Subjects,Tungak,,,Fast 1990
tun,Subject affixes on verb,Expression of Pronominal Subjects,Tunica,,,Haas 1940
tna,Subject affixes on verb,Expression of Pronominal Subjects,Turkana,,,Dimmendaal 1983a
tur,Subject affixes on verb,Expression of Pronominal Subjects,Turkish,,,Lewis 1967;Kornfilt 1997
tkm,Subject affixes on verb,Expression of Pronominal Subjects,Turkmen,,,Clark 1998b
tus,Subject affixes on verb,Expression of Pronominal Subjects,Tuscarora,,,Williams 1976
tte,Subject affixes on verb,Expression of Pronominal Subjects,Tutelo,,,Oliverio 1996
tvt,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Tutsa,,,Rekhung 1992
tuv,Subject affixes on verb,Expression of Pronominal Subjects,Tuvan,,,Anderson and Harrison 1999
uby,Subject affixes on verb,Expression of Pronominal Subjects,Ubykh,,,Charachidze 1989
udm,Subject affixes on verb,Expression of Pronominal Subjects,Udmurt,,,Tepljashina 1966
ukr,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Ukrainian,,,Pugh and Press 1999
uld,Subject affixes on verb,Expression of Pronominal Subjects,Uldeme,,,de Colombel 1997
una,Subject affixes on verb,Expression of Pronominal Subjects,Una,,,Louwerse 1988
ung,Subject affixes on verb,Expression of Pronominal Subjects,Ungarinjin,,,Coate and Oates 1970;Rumsey 1982
ura,Subject affixes on verb,Expression of Pronominal Subjects,Ura,,,Crowley 1999
uhi,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Uradhi,,,Crowley 1983
url,Optional pronouns in subject position,Expression of Pronominal Subjects,Urak Lawoi',,,Hogan 1988
urn,Subject affixes on verb,Expression of Pronominal Subjects,Urarina,,,Olawsky 2002;Olawsky 2006
urk,Subject affixes on verb,Expression of Pronominal Subjects,Urubú-Kaapor,,,Kakumasu 1986
usa,Subject affixes on verb,Expression of Pronominal Subjects,Usan,,,Reesink 1987
usr,Subject affixes on verb,Expression of Pronominal Subjects,Usarufa,,,Bee 1973
ute,Subject clitics on variable host,Expression of Pronominal Subjects,Ute,,,Southern Ute Tribe 1980
uyg,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Uyghur,,,Hahn 1998
uzb,Subject affixes on verb,Expression of Pronominal Subjects,Uzbek,,,Sjoberg 1963
vai,Obligatory pronouns in subject position,Expression of Pronominal Subjects,Vai,,,Welmers 1976
ven,Subject affixes on verb,Expression of Pronominal Subjects,Venda,,,Poulos 1990
vie,Optional pronouns in subject position,Expression of Pronominal Subjects,Vietnamese,,,Binh 1971;Thompson 1965
wai,Subject affixes on verb,Expression of Pronominal Subjects,Wai Wai,,,Hawkins 1998
wal,Subject affixes on verb,Expression of Pronominal Subjects,Walman,,,
wlm,Subject pronouns in different position,Expression of Pronominal Subjects,Walmatjari,,,Hudson 1978
wam,Subject pronouns in different position,Expression of Pronominal Subjects,Wambaya,,,Nordlinger 1993
wry,Subject affixes on verb,Expression of Pronominal Subjects,Waray (in Australia),,,Harvey 1986
wrd,Subject affixes on verb,Expression of Pronominal Subjects,Wardaman,,,Merlan 1994
wrk,Subject affixes on verb,Expression of Pronominal Subjects,Warekena,,,Aikhenvald 1998
wrm,Subject affixes on verb,Expression of Pronominal Subjects,Warembori,,,Donohue 1999b
war,Subject pronouns in different position,Expression of Pronominal Subjects,Wari',,,Everett and Kern 1997
wrl,Subject clitics on variable host,Expression of Pronominal Subjects,Warlpiri,,,Capell 1962b
wrg,Optional pronouns in subject position,Expression of Pronominal Subjects,Warrgamay,,,Dixon 1981
wrb,Subject clitics on variable host,Expression of Pronominal Subjects,Warrnambool,,,Blake 2003
wrw,Subject affixes on verb,Expression of Pronominal Subjects,Warrwa,,,McGregor 1994
was,Subject affixes on verb,Expression of Pronominal Subjects,Washo,,,Kroeber 1906;Jacobsen 1964
wth,Subject clitics on variable host,Expression of Pronominal Subjects,Wathawurrung,,,Blake et al. 1998a
wat,Subject clitics on variable host,Expression of Pronominal Subjects,Watjarri,,,Douglas 1981
way,Subject affixes on verb,Expression of Pronominal Subjects,Wayampi,,,Grenand 1980
wed,Subject pronouns in different position,Expression of Pronominal Subjects,Wedau,,,King 1901a
wma,Subject affixes on verb,Expression of Pronominal Subjects,West Makian,,,Voorhoeve 1982
wic,Subject affixes on verb,Expression of Pronominal Subjects,Wichita,,,Rood 1976
wir,Optional pronouns in subject position,Expression of Pronominal Subjects,Wirangu,,,Hercus 1999a
wiy,Subject affixes on verb,Expression of Pronominal Subjects,Wiyot,,,Teeter 1964
wol,Subject pronouns in different position,Expression of Pronominal Subjects,Woleaian,,,Sohn 1975
wlf,Subject pronouns in different position,Expression of Pronominal Subjects,Wolof,,,Njie 1982
wya,Subject affixes on verb,Expression of Pronominal Subjects,Wyandot,,,Kopris 2001
xho,Subject pronouns in different position,Expression of Pronominal Subjects,Xhosa,,,McLaren 1939
ygr,Subject affixes on verb,Expression of Pronominal Subjects,Yagaria,,,Renck 1975
yag,Subject clitics on variable host,Expression of Pronominal Subjects,Yagua,,,Payne 1990a
yah,Mixed,Expression of Pronominal Subjects,Yahgan,,,Adelaar 2004
yal,Subject affixes on verb,Expression of Pronominal Subjects,Yale (Kosarek),,,Heeschen 1992
yao,Subject affixes on verb,Expression of Pronominal Subjects,Yao (in Malawi),,,Whiteley 1966
yaq,Mixed,Expression of Pronominal Subjects,Yaqui,,,Lindenfeld 1973
yar,Subject affixes on verb,Expression of Pronominal Subjects,Yareba,,,Weimer and Weimer 1975
ywl,Subject affixes on verb,Expression of Pronominal Subjects,Yawelmani,,,Newman 1944
yel,Subject affixes on verb,Expression of Pronominal Subjects,Yelî Dnye,,,Henderson 1975
yid,Optional pronouns in subject position,Expression of Pronominal Subjects,Yidiny,,,Dixon 1977a
yim,Subject affixes on verb,Expression of Pronominal Subjects,Yimas,,,Foley 1991
yin,Optional pronouns in subject position,Expression of Pronominal Subjects,Yindjibarndi,,,Wordick 1982
yng,Subject clitics on variable host,Expression of Pronominal Subjects,Yingkarta,,,Dench 1998
yor,Optional pronouns in subject position,Expression of Pronominal Subjects,Yoruba,,,Awobuluyi 1978
yuc,Subject affixes on verb,Expression of Pronominal Subjects,Yuchi,,,Wagner 1934;Wagner 1933-1938
yko,Subject affixes on verb,Expression of Pronominal Subjects,Yukaghir (Kolyma),,,Maslova 1999
yuk,Subject clitics on variable host,Expression of Pronominal Subjects,Yukulta,,,Keen 1983
ypk,Subject affixes on verb,Expression of Pronominal Subjects,Yup'ik (Central),,,Reed et al. 1977
yur,Subject affixes on verb,Expression of Pronominal Subjects,Yurok,,,Robins 1958
yuw,Optional pronouns in subject position,Expression of Pronominal Subjects,Yuwaalaraay,,,Williams 1980a
zai,Subject affixes on verb,Expression of Pronominal Subjects,Zapotec (Isthmus),,,Pickett et al. 1998
zap,Subject affixes on verb,Expression of Pronominal Subjects,Zapotec (Mitla),,,Briggs 1961
zay,Subject affixes on verb,Expression of Pronominal Subjects,Zayse,,,Hayward 1990b
zqc,Subject affixes on verb,Expression of Pronominal Subjects,Zoque (Copainalá),,,Harrison et al. 1981
zul,Subject affixes on verb,Expression of Pronominal Subjects,Zulu,,,Ziervogel et al. 1981
